dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,0,    3049.336729
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,1,    3021.128072
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,2,    3027.404193
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,3,    3012.679797
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,4,    2999.342479
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,5,    3000.064352
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,6,    2994.319626
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,7,    2999.919720
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,8,    2996.772598
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,9,    3001.897286
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,10,    3004.621922
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,11,    3003.145721
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,12,    2990.765734
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,13,    2996.629616
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,14,    2991.495489
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,15,    2998.717617
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,16,    3000.658116
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,17,    2996.675849
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,18,    2997.319724
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,19,    2998.286168
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,20,    2998.193113
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,21,    2991.215418
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,22,    2991.137736
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,23,    2994.224255
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,24,    3005.833977
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,25,    3003.530429
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,26,    2996.497756
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,27,    3005.506600
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,28,    3004.600978
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,29,    3000.440790
