dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,0,    1520.821159
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,1,    1497.788568
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,2,    1506.854316
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,3,    1530.731598
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,4,    1504.518808
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,5,    1513.592108
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,6,    1496.105844
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,7,    1545.825363
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,8,    1521.967959
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,9,    1534.276703
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,10,    1498.140971
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,11,    1523.460673
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,12,    1494.576835
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,13,    1512.153382
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,14,    1476.148362
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,15,    1488.701254
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,16,    1501.891815
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,17,    1462.954584
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,18,    1467.847005
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,19,    1533.447930
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,20,    1525.271483
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,21,    1492.281818
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,22,    1531.703304
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,23,    1534.387981
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,24,    1485.660922
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,25,    1490.432649
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,26,    1461.653277
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,27,    1505.763591
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,28,    1527.860532
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,29,    1510.832719
