dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,0,    4164.380735
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,1,    4120.522265
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,2,    4132.750410
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,3,    4126.821681
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,4,    4131.462428
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,5,    4138.589941
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,6,    4126.130869
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,7,    4126.600162
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,8,    4105.920377
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,9,    4106.205257
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,10,    4120.094276
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,11,    4131.139121
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,12,    4128.829505
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,13,    4115.002892
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,14,    4119.452874
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,15,    4117.579403
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,16,    4124.225545
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,17,    4139.912764
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,18,    4144.732846
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,19,    4144.167565
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,20,    4109.978665
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,21,    4114.796152
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,22,    4125.173918
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,23,    4162.123535
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,24,    4198.112436
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,25,    4173.597546
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,26,    4139.465296
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,27,    4135.343645
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,28,    4144.428398
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",48,512,29,    4153.269769
