dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,0,    4806.928009
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,1,    4680.423275
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,2,    4654.743186
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,3,    4667.406911
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,4,    4678.530840
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,5,    4688.135247
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,6,    4663.485556
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,7,    4691.995075
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,8,    4662.563346
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,9,    4657.965257
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,10,    4656.418294
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,11,    4646.962285
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,12,    4684.676608
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,13,    4694.674327
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,14,    4688.292768
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,15,    4658.688691
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,16,    4658.779233
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,17,    4658.694359
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,18,    4695.035250
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,19,    4664.041385
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,20,    4650.501790
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,21,    4696.397270
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,22,    4677.028745
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,23,    4691.186094
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,24,    4654.252908
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,25,    4650.143438
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,26,    4653.149582
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,27,    4659.292374
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,28,    4654.411851
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ns",2,512,29,    4689.694429
