dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,0,    2886.758728
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,1,    2884.273650
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,2,    2883.251952
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,3,    2885.823416
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,4,    2883.211348
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,5,    2883.381342
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,6,    2880.545369
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,7,    2882.526554
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,8,    2882.432793
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,9,    2886.830367
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,10,    2887.648520
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,11,    2881.926598
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,12,    2882.419921
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,13,    2884.575924
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,14,    2898.247863
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,15,    2883.771026
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,16,    2893.632222
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,17,    2882.855533
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,18,    2882.789917
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,19,    2894.070796
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,20,    2882.862442
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,21,    2888.166653
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,22,    2881.758441
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,23,    2888.711005
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,24,    2882.888909
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,25,    2883.296526
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,26,    2882.595553
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,27,    2882.586891
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,28,    2889.747249
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",4,512,29,    2891.384065
