dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,0,    1587.555138
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,1,    1571.142843
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,2,    1573.040344
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,3,    1554.208395
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,4,    1562.473726
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,5,    1565.626153
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,6,    1534.579749
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,7,    1586.727008
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,8,    1570.142589
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,9,    1567.820876
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,10,    1544.672627
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,11,    1558.465271
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,12,    1545.267225
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,13,    1551.773252
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,14,    1570.721152
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,15,    1528.949963
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,16,    1534.169289
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,17,    1524.444019
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,18,    1511.395407
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,19,    1528.302338
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,20,    1547.045541
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,21,    1540.125747
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,22,    1543.165611
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,23,    1539.340740
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,24,    1539.011099
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,25,    1523.144773
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,26,    1516.996150
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,27,    1519.227185
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,28,    1523.357999
3,double,uniform,PoisFFT,"D | D | D | D | D | D",64,512,29,    1552.807027
