dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,0,    1347.888836
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,1,    1149.937006
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,2,    1192.627060
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,3,    1323.509986
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,4,    1198.212819
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,5,    1307.346176
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,6,    1308.326126
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,7,    1494.532661
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,8,    1317.622561
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,9,    1268.293647
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,10,    1307.257076
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,11,    1271.889085
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,12,    1357.867694
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,13,    1168.229998
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,14,    1218.425756
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,15,    1180.184920
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,16,    1247.859505
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,17,    1193.095897
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,18,    1366.636685
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,19,    1286.372610
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,20,    1299.582379
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,21,    1156.016925
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,22,    1285.754932
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,23,    1409.110753
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,24,    1286.448631
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,25,    1285.419584
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,26,    1510.653809
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,27,    1180.709071
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,28,    1294.285437
3,double,uniform,PoisFFT,"P | P | P | P | N | D",48,512,29,    1153.248340
