dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,0,    2651.620019
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,1,    2652.738989
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,2,    2651.118488
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,3,    2651.461476
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,4,    2650.497734
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,5,    2650.988468
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,6,    2650.302765
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,7,    2650.233956
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,8,    2650.962509
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,9,    2650.664120
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,10,    2650.753903
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,11,    2650.455003
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,12,    2650.216173
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,13,    2652.200244
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,14,    2650.615341
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,15,    2650.709787
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,16,    2651.467446
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,17,    2651.014992
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,18,    2650.663475
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,19,    2650.354035
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,20,    2650.464460
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,21,    2656.000558
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,22,    2661.991409
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,23,    2660.096215
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,24,    2660.595626
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,25,    2660.573825
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,26,    2660.582595
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,27,    2660.568927
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,28,    2660.433119
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",6,512,29,    2660.234268
