dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,0,    1548.427292
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,1,    1549.201072
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,2,    1548.214604
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,3,    1548.020464
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,4,    1547.328599
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,5,    1546.464298
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,6,    1547.744924
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,7,    1547.488222
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,8,    1546.335428
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,9,    1544.283234
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,10,    1547.580213
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,11,    1544.618486
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,12,    1545.968689
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,13,    1544.841214
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,14,    1545.517386
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,15,    1544.109479
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,16,    1546.210382
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,17,    1543.362394
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,18,    1542.873839
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,19,    1544.159681
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,20,    1543.765887
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,21,    1543.328871
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,22,    1542.075086
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,23,    1543.860106
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,24,    1542.926846
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,25,    1541.759352
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,26,    1543.830731
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,27,    1543.771472
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,28,    1541.330856
3,float,uniform,PoisFFT,"P | P | P | P | P | P",8,512,29,    1545.096726
