dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,0,    4343.409055
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,1,    4239.613109
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,2,    4216.268130
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,3,    4181.413805
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,4,    4147.883461
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,5,    4144.051139
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,6,    4134.876382
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,7,    4132.918800
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,8,    4126.185019
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,9,    4139.909788
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,10,    4150.833826
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,11,    4129.732325
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,12,    4110.708624
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,13,    4107.819449
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,14,    4164.324642
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,15,    4182.082251
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,16,    4179.252842
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,17,    4181.469133
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,18,    4174.236937
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,19,    4131.794001
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,20,    4128.114007
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,21,    4155.113421
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,22,    4126.261086
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,23,    4090.773819
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,24,    4093.944631
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,25,    4092.693698
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,26,    4106.483968
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,27,    4109.839503
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,28,    4104.861208
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,29,    4103.671092
