dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,0,    3124.089346
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,1,    3115.245355
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,2,    3116.175461
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,3,    3119.017843
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,4,    3117.995960
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,5,    3117.898497
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,6,    3118.716652
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,7,    3116.021718
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,8,    3118.190758
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,9,    3116.192625
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,10,    3115.904400
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,11,    3116.291174
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,12,    3117.103809
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,13,    3117.142638
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,14,    3116.448961
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,15,    3117.415574
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,16,    3115.811236
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,17,    3115.897694
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,18,    3118.289667
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,19,    3119.410408
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,20,    3116.476725
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,21,    3117.141882
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,22,    3119.587624
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,23,    3117.508494
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,24,    3118.170734
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,25,    3119.069736
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,26,    3117.287748
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,27,    3117.524556
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,28,    3116.685404
3,float,uniform,PoisFFT,"D | D | D | D | D | D",8,512,29,    3116.975416
