dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,0,    1872.778091
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,1,    1809.795037
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,2,    1808.110730
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,3,    1811.074482
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,4,    1809.751716
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,5,    1807.967526
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,6,    1809.509999
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,7,    1805.926273
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,8,    1811.432271
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,9,    1802.873678
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,10,    1808.069167
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,11,    1805.086575
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,12,    1811.078873
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,13,    1810.591731
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,14,    1803.819600
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,15,    1800.030662
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,16,    1805.338246
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,17,    1806.226526
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,18,    1806.910699
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,19,    1804.305328
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,20,    1808.112059
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,21,    1803.663409
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,22,    1799.806875
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,23,    1810.471415
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,24,    1808.832386
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,25,    1804.735636
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,26,    1803.728956
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,27,    1802.496738
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,28,    1805.547585
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",8,512,29,    1804.519583
