dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,0,    3438.923563
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,1,    3389.178653
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,2,    3374.587606
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,3,    3359.014789
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,4,    3354.435671
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,5,    3343.379252
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,6,    3344.174061
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,7,    3343.006588
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,8,    3353.088440
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,9,    3346.838958
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,10,    3341.559290
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,11,    3345.296343
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,12,    3345.001638
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,13,    3336.056054
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,14,    3347.799426
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,15,    3345.722762
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,16,    3334.393759
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,17,    3337.598953
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,18,    3335.568670
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,19,    3339.146178
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,20,    3338.830772
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,21,    3338.416991
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,22,    3336.802802
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,23,    3334.128205
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,24,    3337.714159
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,25,    3339.178745
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,26,    3337.548078
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,27,    3338.025143
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,28,    3336.302313
3,float,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,29,    3337.761298
