dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,0,    5322.323495
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,1,    5335.342102
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,2,    5325.389009
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,3,    5319.406366
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,4,    5333.476172
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,5,    5299.662156
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,6,    5323.795691
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,7,    5317.028107
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,8,    5333.593801
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,9,    5348.367919
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,10,    5372.179749
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,11,    5402.054850
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,12,    5423.254706
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,13,    5329.799595
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,14,    5355.099031
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,15,    5352.797234
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,16,    5335.914677
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,17,    5454.582290
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,18,    5393.764192
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,19,    5314.764285
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,20,    5347.536950
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,21,    5325.480304
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,22,    5305.290495
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,23,    5315.028776
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,24,    5324.263017
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,25,    5314.901278
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,26,    5309.185552
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,27,    5290.604361
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,28,    5301.427738
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",2,512,29,    5310.849944
