dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,0,     488.336301
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,1,     489.889891
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,2,     492.618013
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,3,     492.018204
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,4,     492.528062
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,5,     492.634661
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,6,     492.866909
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,7,     491.559099
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,8,     491.940601
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,9,     492.142532
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,10,     491.893148
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,11,     492.286893
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,12,     491.499613
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,13,     492.664630
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,14,     493.038118
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,15,     493.290378
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,16,     491.380867
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,17,     491.846442
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,18,     491.813224
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,19,     491.830203
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,20,     491.746417
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,21,     491.763712
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,22,     491.640608
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,23,     491.692139
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,24,     491.960635
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,25,     491.750293
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,26,     492.140420
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,27,     492.060334
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,28,     491.481114
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",32,512,29,     491.178570
