dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,0,    1872.104304
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,1,    1812.399243
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,2,    1811.136335
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,3,    1807.865394
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,4,    1800.613319
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,5,    1804.978176
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,6,    1805.950208
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,7,    1809.972137
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,8,    1808.689183
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,9,    1812.126244
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,10,    1810.171347
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,11,    1807.651163
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,12,    1810.351833
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,13,    1807.422434
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,14,    1806.675014
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,15,    1807.156073
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,16,    1805.438285
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,17,    1808.362114
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,18,    1806.057683
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,19,    1807.469760
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,20,    1802.348177
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,21,    1809.135427
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,22,    1811.230473
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,23,    1807.540028
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,24,    1801.444892
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,25,    1805.237561
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,26,    1804.106376
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,27,    1808.406278
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,28,    1801.964012
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",8,512,29,    1804.445447
