dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,0,    3558.929054
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,1,    3406.366013
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,2,    3402.305279
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,3,    3400.371740
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,4,    3410.302570
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,5,    3409.580188
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,6,    3400.132208
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,7,    3403.562846
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,8,    3401.196296
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,9,    3402.938380
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,10,    3413.135039
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,11,    3419.513582
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,12,    3423.233883
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,13,    3420.707112
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,14,    3423.393727
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,15,    3422.204619
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,16,    3420.093219
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,17,    3418.315103
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,18,    3420.648869
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,19,    3506.730627
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,20,    3449.403359
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,21,    3437.707315
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,22,    3426.971693
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,23,    3423.598966
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,24,    3422.191165
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,25,    3420.743240
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,26,    3419.709478
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,27,    3423.002534
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,28,    3420.056066
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",6,512,29,    3420.710518
