dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,0,    1278.867814
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,1,    1254.255835
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,2,    1253.150141
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,3,    1251.319129
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,4,    1259.070570
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,5,    1245.566443
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,6,    1257.498440
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,7,    1250.862473
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,8,    1255.607781
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,9,    1253.176770
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,10,    1250.144940
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,11,    1251.729759
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,12,    1248.960202
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,13,    1255.744803
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,14,    1249.325879
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,15,    1252.800195
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,16,    1251.189986
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,17,    1254.645336
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,18,    1249.007703
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,19,    1259.961234
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,20,    1254.640503
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,21,    1251.794964
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,22,    1249.884625
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,23,    1248.867907
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,24,    1254.222551
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,25,    1246.625522
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,26,    1258.079846
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,27,    1252.834647
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,28,    1258.027826
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,29,    1252.224374
