dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,0,    9668.810899
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,1,    9672.055526
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,2,    9668.150301
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,3,    9663.351545
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,4,    9678.463920
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,5,    9659.097928
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,6,    9668.395657
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,7,    9661.653375
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,8,    9674.188934
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,9,    9669.936202
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,10,    9658.486186
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,11,    9668.616752
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,12,    9667.471639
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,13,    9666.790799
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,14,    9669.508109
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,15,    9660.223511
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,16,    9678.822411
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,17,    9666.796518
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,18,    9669.747572
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,19,    9661.226381
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,20,    9663.645905
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,21,    9667.690203
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,22,    9660.578053
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,23,    9668.149056
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,24,    9675.201205
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,25,    9672.333871
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,26,    9656.906532
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,27,    9672.122767
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,28,    9663.901068
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,29,    9658.144373
