dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,0,    7247.134394
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,1,    7234.500931
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,2,    7234.834124
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,3,    7243.880514
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,4,    7235.059026
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,5,    7242.045120
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,6,    7235.221238
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,7,    7238.640762
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,8,    7236.371427
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,9,    7234.181543
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,10,    7235.224942
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,11,    7235.624833
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,12,    7232.047269
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,13,    7238.654015
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,14,    7241.351345
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,15,    7239.392599
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,16,    7235.854784
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,17,    7235.891831
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,18,    7235.806191
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,19,    7236.461996
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,20,    7237.274916
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,21,    7235.338233
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,22,    7237.320160
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,23,    7233.908374
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,24,    7233.989919
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,25,    7233.604411
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,26,    7236.069944
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,27,    7233.479363
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,28,    7234.996648
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",1,512,29,    7233.673905
