dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,0,    5111.882966
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,1,    5077.050853
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,2,    5077.009512
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,3,    5071.401497
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,4,    5088.779958
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,5,    5070.000948
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,6,    5063.592526
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,7,    5075.033265
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,8,    5061.716198
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,9,    5065.205668
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,10,    5062.566408
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,11,    5092.354710
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,12,    5067.186020
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,13,    5080.536433
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,14,    5085.152681
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,15,    5070.416629
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,16,    5075.788369
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,17,    5071.741473
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,18,    5072.048374
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,19,    5074.071140
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,20,    5078.342662
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,21,    5062.318801
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,22,    5066.703976
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,23,    5067.522284
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,24,    5070.165434
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,25,    5077.850632
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,26,    5070.286522
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,27,    5070.747005
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,28,    5070.461451
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",48,512,29,    5066.057945
