dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,0,    5263.822232
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,1,    5444.771256
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,2,    5522.077449
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,3,    5474.067479
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,4,    5386.109283
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,5,    5400.187129
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,6,    5403.073282
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,7,    5434.959139
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,8,    5442.491070
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,9,    5446.916466
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,10,    5582.418979
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,11,    5447.208244
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,12,    5386.198056
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,13,    5457.814142
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,14,    5418.515141
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,15,    5384.468246
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,16,    5441.926706
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,17,    5465.248230
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,18,    5457.659807
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,19,    5444.870563
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,20,    5449.783813
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,21,    5425.978192
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,22,    5448.188391
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,23,    5422.986713
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,24,    5441.485677
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,25,    5433.280716
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,26,    5425.834345
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,27,    5441.175983
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,28,    5642.381104
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",6,512,29,    5626.574107
