dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,0,    1338.702274
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,1,    1325.238275
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,2,    1294.431313
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,3,    1451.331618
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,4,    1325.670742
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,5,    1356.771644
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,6,    1286.627234
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,7,    1367.736671
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,8,    1409.557695
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,9,    1405.778811
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,10,    1367.749004
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,11,    1449.851883
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,12,    1359.362102
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,13,    1424.070807
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,14,    1396.625041
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,15,    1408.383151
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,16,    1349.966002
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,17,    1471.391858
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,18,    1415.397739
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,19,    1446.937651
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,20,    1412.890812
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,21,    1461.406058
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,22,    1367.447930
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,23,    1362.308257
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,24,    1463.538258
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,25,    1490.372645
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,26,    1318.297833
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,27,    1326.259583
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,28,    1436.717607
3,double,uniform,PoisFFT,"P | P | P | P | D | N",64,512,29,    1366.762072
