dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,0,    4694.097305
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,1,    4683.166977
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,2,    4596.481777
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,3,    4639.364493
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,4,    4577.338496
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,5,    4576.102565
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,6,    4567.171563
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,7,    4610.439600
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,8,    4566.938406
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,9,    4557.086902
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,10,    4556.148854
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,11,    4590.170040
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,12,    4560.345117
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,13,    4562.067504
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,14,    4559.880583
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,15,    4550.457784
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,16,    4567.053561
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,17,    4561.024916
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,18,    4555.291703
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,19,    4558.782169
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,20,    4570.315821
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,21,    4593.165012
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,22,    4553.149465
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,23,    4569.738558
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,24,    4565.355503
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,25,    4556.324365
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,26,    4567.519900
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,27,    4555.149855
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,28,    4557.809371
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,29,    4560.985211
