dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,0,    4795.051906
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,1,    4783.276397
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,2,    4787.922268
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,3,    4790.198100
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,4,    4785.561693
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,5,    4786.142222
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,6,    4788.197355
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,7,    4772.203945
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,8,    4776.048872
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,9,    4780.396595
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,10,    4775.436962
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,11,    4774.634875
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,12,    4786.167853
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,13,    4767.042357
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,14,    4782.837712
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,15,    4778.401572
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,16,    4788.874388
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,17,    4788.949666
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,18,    4790.331559
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,19,    4779.722739
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,20,    4788.025410
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,21,    4790.894729
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,22,    4795.231621
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,23,    4798.780538
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,24,    4799.460579
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,25,    4795.947250
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,26,    4791.830019
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,27,    4801.243910
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,28,    4784.837127
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",2,512,29,    4797.266217
