dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,0,    5566.698248
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,1,    5517.906478
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,2,    5502.927533
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,3,    5428.920781
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,4,    5423.662785
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,5,    5431.614222
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,6,    5423.358138
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,7,    5435.927582
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,8,    5432.349386
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,9,    5426.069163
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,10,    5437.933394
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,11,    5438.847216
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,12,    5434.858150
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,13,    5432.536580
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,14,    5424.436621
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,15,    5436.529412
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,16,    5503.668613
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,17,    5478.353133
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,18,    5495.280480
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,19,    5440.483303
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,20,    5425.988886
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,21,    5433.276924
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,22,    5438.130104
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,23,    5440.022666
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,24,    5429.584737
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,25,    5438.045526
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,26,    5437.605966
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,27,    5431.895171
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,28,    5437.735041
3,double,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",4,512,29,    5534.336950
