dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,0,    9508.799971
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,1,    9491.147338
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,2,    9487.972888
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,3,    9493.182726
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,4,    9472.319015
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,5,    9480.048821
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,6,    9482.645481
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,7,    9487.557770
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,8,    9492.440868
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,9,    9489.656780
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,10,    9476.084908
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,11,    9494.406756
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,12,    9481.233882
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,13,    9485.315808
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,14,    9487.323634
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,15,    9480.713724
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,16,    9480.234666
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,17,    9489.841731
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,18,    9482.300243
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,19,    9477.526473
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,20,    9481.544515
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,21,    9485.917315
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,22,    9483.227025
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,23,    9482.392490
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,24,    9476.422743
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,25,    9484.401035
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,26,    9491.748740
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,27,    9491.761808
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,28,    9488.177423
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",1,512,29,    9486.954003
