dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,0,    1509.019345
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,1,    1503.090666
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,2,    1504.958254
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,3,    1501.861755
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,4,    1500.816077
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,5,    1501.049141
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,6,    1502.944334
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,7,    1500.790273
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,8,    1502.253308
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,9,    1503.218431
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,10,    1501.703723
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,11,    1503.242945
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,12,    1500.771168
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,13,    1498.398369
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,14,    1500.834464
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,15,    1501.306343
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,16,    1501.596568
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,17,    1499.506104
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,18,    1502.456630
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,19,    1504.243164
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,20,    1498.654451
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,21,    1505.246822
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,22,    1501.596055
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,23,    1500.422954
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,24,    1503.390485
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,25,    1502.126563
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,26,    1501.987874
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,27,    1503.174829
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,28,    1501.067413
3,double,uniform,PoisFFT,"P | P | P | P | P | P",32,512,29,    1500.782776
