dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,0,    9645.299977
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,1,    9672.039376
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,2,    9674.278571
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,3,    9686.877167
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,4,    9677.261652
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,5,    9679.681426
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,6,    9672.339972
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,7,    9670.997326
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,8,    9674.298845
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,9,    9679.083741
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,10,    9674.764264
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,11,    9668.426367
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,12,    9673.795144
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,13,    9671.025800
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,14,    9666.792910
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,15,    9673.344883
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,16,    9668.854097
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,17,    9673.044776
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,18,    9667.072913
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,19,    9672.025726
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,20,    9671.770393
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,21,    9673.799176
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,22,    9678.581025
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,23,    9671.058339
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,24,    9673.176588
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,25,    9676.800350
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,26,    9672.607230
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,27,    9665.820043
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,28,    9668.449732
3,float,uniform,PoisFFT,"P | P | P | P | Ds | Ds",1,512,29,    9674.132628
