dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,0,     769.511135
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,1,     750.224442
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,2,     730.736210
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,3,     751.196144
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,4,     743.281552
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,5,     866.890114
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,6,     686.023008
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,7,     714.381963
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,8,     751.617302
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,9,     692.187717
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,10,     658.127913
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,11,     655.812117
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,12,     739.788724
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,13,     670.310838
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,14,     731.917490
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,15,     842.411909
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,16,     671.449919
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,17,     723.044082
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,18,     670.081590
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,19,     781.182644
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,20,     664.619150
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,21,     725.514892
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,22,     723.673432
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,23,     669.324070
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,24,     880.376013
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,25,     844.697524
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,26,     654.791127
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,27,     711.359197
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,28,     657.410242
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",48,512,29,     722.977293
