dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,0,    6381.499008
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,1,    6232.765168
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,2,    6198.942649
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,3,    6217.765584
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,4,    6202.034906
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,5,    6200.111548
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,6,    6203.049399
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,7,    6204.579910
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,8,    6193.860029
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,9,    6198.950733
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,10,    6213.383134
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,11,    6179.577651
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,12,    6202.711467
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,13,    6187.745549
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,14,    6183.989625
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,15,    6200.452752
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,16,    6182.845014
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,17,    6193.128852
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,18,    6193.693120
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,19,    6204.479937
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,20,    6184.662438
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,21,    6182.736878
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,22,    6192.810143
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,23,    6212.897910
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,24,    6213.066131
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,25,    6214.367398
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,26,    6195.474076
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,27,    6206.996727
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,28,    6204.751610
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",2,512,29,    6205.236287
