dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,0,    3519.631483
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,1,    3510.873982
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,2,    3501.242302
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,3,    3467.740109
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,4,    3466.945336
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,5,    3464.308479
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,6,    3460.148965
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,7,    3462.226182
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,8,    3467.887505
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,9,    3467.867989
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,10,    3463.252265
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,11,    3460.369474
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,12,    3462.771441
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,13,    3459.451423
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,14,    3460.986712
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,15,    3458.655982
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,16,    3456.334795
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,17,    3525.327783
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,18,    3492.938434
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,19,    3469.890354
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,20,    3463.657302
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,21,    3458.935979
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,22,    3460.827552
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,23,    3462.594038
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,24,    3461.669873
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,25,    3464.104788
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,26,    3461.082056
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,27,    3459.888821
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,28,    3462.055654
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",4,512,29,    3460.352543
