dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,0,    3048.601948
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,1,    3034.748889
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,2,    3006.613734
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,3,    3027.188831
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,4,    2993.493864
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,5,    3007.665864
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,6,    3004.896824
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,7,    3002.890774
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,8,    3002.699914
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,9,    2994.327299
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,10,    2999.360428
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,11,    2993.585995
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,12,    3000.163904
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,13,    2995.887138
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,14,    3001.251299
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,15,    2987.610848
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,16,    2993.841421
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,17,    3001.861833
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,18,    2992.459735
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,19,    3004.502486
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,20,    3004.057329
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,21,    3009.607629
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,22,    2994.040497
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,23,    3016.854590
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,24,    2997.894744
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,25,    2996.126046
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,26,    3002.972604
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,27,    3006.041180
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,28,    2997.150726
3,float,uniform,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,29,    2991.740117
