dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,0,    1018.289285
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,1,     988.600610
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,2,     991.795791
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,3,     984.377964
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,4,     986.024160
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,5,     988.594933
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,6,     988.429465
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,7,     985.402629
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,8,     985.670259
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,9,     983.266866
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,10,     984.028224
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,11,     983.296889
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,12,     987.227568
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,13,     983.745381
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,14,     984.920133
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,15,     985.085958
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,16,     981.014604
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,17,     984.743108
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,18,     987.233559
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,19,     980.044483
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,20,     982.747602
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,21,     982.903177
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,22,     980.518607
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,23,     984.569145
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,24,     988.209619
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,25,     983.480322
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,26,     987.973403
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,27,     985.485104
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,28,     988.974415
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ds",16,512,29,     988.249079
