dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,0,     664.791595
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,1,     627.555742
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,2,     629.319064
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,3,     628.921169
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,4,     627.989427
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,5,     626.489991
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,6,     625.187811
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,7,     623.680103
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,8,     620.477296
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,9,     619.584112
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,10,     617.313981
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,11,     618.505878
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,12,     617.943008
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,13,     618.113657
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,14,     619.732202
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,15,     617.929162
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,16,     618.956343
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,17,     616.453684
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,18,     618.400290
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,19,     625.373032
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,20,     620.167527
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,21,     625.905559
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,22,     626.647166
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,23,     625.227441
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,24,     623.999451
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,25,     628.970106
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,26,     627.200729
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,27,     626.668973
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,28,     624.990453
3,float,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",16,512,29,     625.890756
