dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,0,    9825.272415
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,1,   10094.667926
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,2,   10215.145559
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,3,   10237.003156
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,4,   10192.282945
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,5,   10213.535509
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,6,   10196.833828
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,7,   10178.277617
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,8,   10217.413217
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,9,   10193.083044
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,10,   10226.162352
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,11,   10172.311177
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,12,   10205.205384
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,13,   10202.892603
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,14,   10199.017550
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,15,   10240.436970
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,16,   10218.877275
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,17,   10196.832715
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,18,   10184.644932
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,19,   10243.531825
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,20,   10217.591686
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,21,   10243.785929
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,22,   10227.743388
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,23,   10214.151249
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,24,   10074.126937
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,25,   10218.976627
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,26,   10224.809689
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,27,   10210.487432
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,28,   10199.998023
3,double,uniform,PoisFFT,"P | P | P | P | P | P",6,512,29,   10181.902334
