dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,0,    1090.583984
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,1,    1088.355982
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,2,    1092.326072
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,3,    1086.971979
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,4,    1091.789000
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,5,    1086.298097
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,6,    1086.851864
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,7,    1086.366863
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,8,    1087.163012
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,9,    1086.075825
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,10,    1091.321708
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,11,    1086.709585
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,12,    1086.676436
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,13,    1086.518721
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,14,    1086.432024
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,15,    1086.532734
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,16,    1086.701335
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,17,    1086.933820
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,18,    1086.758261
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,19,    1086.835111
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,20,    1086.768189
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,21,    1086.746588
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,22,    1086.278256
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,23,    1087.731107
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,24,    1086.579183
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,25,    1086.457730
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,26,    1086.665298
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,27,    1086.804319
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,28,    1091.321979
3,double,uniform,PoisFFT,"D | D | D | D | N | D",32,512,29,    1086.722327
