dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,0,    2486.405719
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,1,    2502.197829
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,2,    2498.699796
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,3,    2500.505000
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,4,    2494.164868
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,5,    2497.108325
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,6,    2500.634525
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,7,    2494.413975
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,8,    2497.044149
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,9,    2498.752632
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,10,    2495.930789
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,11,    2493.586797
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,12,    2498.840713
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,13,    2499.567561
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,14,    2494.531865
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,15,    2501.060926
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,16,    2496.408239
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,17,    2492.580131
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,18,    2497.811797
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,19,    2499.440329
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,20,    2490.429927
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,21,    2492.596447
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,22,    2491.455236
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,23,    2495.570892
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,24,    2490.894845
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,25,    2496.435943
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,26,    2490.763397
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,27,    2488.819321
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,28,    2490.487624
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,29,    2488.729027
