dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,0,    1035.331428
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,1,    1002.660593
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,2,     994.677447
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,3,    1002.110056
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,4,    1000.953745
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,5,    1004.305986
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,6,     996.209219
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,7,     999.562302
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,8,     997.894074
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,9,    1001.835753
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,10,     999.650684
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,11,    1000.960620
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,12,    1004.533823
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,13,     998.132528
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,14,    1001.443338
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,15,     997.370053
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,16,    1001.115493
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,17,     997.661929
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,18,     999.349994
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,19,    1004.277811
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,20,     999.763719
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,21,     998.284872
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,22,    1002.512444
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,23,     999.061067
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,24,     999.748079
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,25,    1000.123225
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,26,    1000.188763
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,27,     998.872889
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,28,    1000.996371
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",16,512,29,    1000.350103
