dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,0,    1155.678588
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,1,    1159.128608
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,2,    1159.490629
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,3,    1158.504016
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,4,    1154.391850
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,5,    1170.390854
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,6,    1160.727315
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,7,    1157.738348
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,8,    1156.830192
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,9,    1164.440710
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,10,    1164.989426
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,11,    1175.399145
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,12,    1164.276356
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,13,    1154.402110
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,14,    1152.771643
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,15,    1142.214453
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,16,    1159.354228
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,17,    1161.120732
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,18,    1155.058688
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,19,    1159.179855
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,20,    1157.716073
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,21,    1160.687705
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,22,    1159.760086
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,23,    1173.311281
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,24,    1177.047003
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,25,    1157.658103
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,26,    1173.784202
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,27,    1152.423729
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,28,    1159.218850
3,float,uniform,PoisFFT,"D | D | D | D | D | D",48,512,29,    1169.496650
