dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,0,    1441.942674
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,1,    1417.004735
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,2,    1445.482675
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,3,    1426.162363
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,4,    1418.746379
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,5,    1425.520731
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,6,    1431.083928
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,7,    1401.968919
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,8,    1452.756408
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,9,    1434.786233
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,10,    1425.874684
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,11,    1421.951767
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,12,    1424.385743
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,13,    1440.118252
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,14,    1422.784076
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,15,    1462.098238
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,16,    1445.443708
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,17,    1409.412509
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,18,    1405.177305
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,19,    1436.487836
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,20,    1405.917579
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,21,    1448.726391
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,22,    1414.318002
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,23,    1426.021987
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,24,    1421.635820
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,25,    1443.134008
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,26,    1408.106981
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,27,    1420.364531
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,28,    1420.191963
3,float,uniform,PoisFFT,"P | P | P | P | P | P",48,512,29,    1445.886156
