dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,0,     684.128041
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,1,     713.554034
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,2,     699.004325
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,3,     699.219279
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,4,     670.658632
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,5,     630.665076
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,6,     693.332620
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,7,     653.817380
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,8,     689.429207
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,9,     688.251502
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,10,     690.796578
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,11,     679.254474
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,12,     630.249125
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,13,     653.513126
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,14,     591.570342
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,15,     692.825570
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,16,     669.226211
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,17,     661.100230
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,18,     684.223649
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,19,     666.417330
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,20,     688.741199
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,21,     688.276251
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,22,     707.670438
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,23,     675.837352
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,24,     652.444842
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,25,     596.310630
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,26,     682.211104
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,27,     640.130463
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,28,     595.595985
3,float,uniform,PoisFFT,"P | P | P | P | Ns | Ds",48,512,29,     704.513066
