dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,0,    5625.393489
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,1,    5493.285787
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,2,    5508.519544
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,3,    5492.838865
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,4,    5487.184829
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,5,    5496.759708
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,6,    5493.001203
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,7,    5484.674912
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,8,    5486.184261
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,9,    5498.376330
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,10,    5494.381917
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,11,    5490.129259
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,12,    5485.398990
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,13,    5493.752150
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,14,    5491.251120
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,15,    5487.199904
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,16,    5495.497429
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,17,    5493.632179
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,18,    5493.866909
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,19,    5496.329662
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,20,    5515.359320
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,21,    5508.221664
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,22,    5507.822374
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,23,    5496.071998
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,24,    5506.906208
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,25,    5497.028299
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,26,    5504.471506
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,27,    5502.631135
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,28,    5500.074604
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",2,512,29,    5506.254325
