dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,0,    7335.205148
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,1,    7450.348484
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,2,    7323.499287
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,3,    7322.244345
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,4,    7445.102071
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,5,    7334.036368
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,6,    7383.347853
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,7,    7434.489681
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,8,    7329.336359
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,9,    7477.244962
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,10,    7506.709425
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,11,    7507.436071
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,12,    7511.425200
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,13,    7503.148302
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,14,    7512.655104
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,15,    7506.022238
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,16,    7509.274759
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,17,    7511.425048
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,18,    7508.733148
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,19,    7515.937067
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,20,    7506.414915
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,21,    7507.896727
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,22,    7517.632034
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,23,    7514.250567
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,24,    7508.010805
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,25,    7507.614639
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,26,    7511.577939
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,27,    7508.278522
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,28,    7510.232485
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,29,    7506.854829
