dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,0,     490.588144
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,1,     488.132741
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,2,     493.167699
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,3,     493.664074
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,4,     493.384374
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,5,     497.362015
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,6,     494.510234
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,7,     494.105518
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,8,     493.971287
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,9,     493.813499
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,10,     493.303125
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,11,     493.417256
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,12,     493.176725
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,13,     493.167906
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,14,     493.580624
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,15,     493.609383
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,16,     492.492452
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,17,     494.480372
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,18,     492.518644
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,19,     493.089073
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,20,     493.080973
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,21,     493.530949
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,22,     492.988534
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,23,     492.901790
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,24,     492.975495
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,25,     493.198052
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,26,     493.490122
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,27,     493.696963
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,28,     492.374793
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",32,512,29,     492.997912
