dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,0,    1820.849092
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,1,    1822.589451
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,2,    1824.810424
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,3,    1822.029780
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,4,    1822.363544
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,5,    1821.254069
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,6,    1822.540317
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,7,    1820.165870
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,8,    1820.572475
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,9,    1820.556229
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,10,    1821.845062
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,11,    1821.932828
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,12,    1819.714609
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,13,    1821.001959
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,14,    1821.529574
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,15,    1822.537106
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,16,    1820.081222
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,17,    1820.144166
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,18,    1822.307930
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,19,    1821.079010
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,20,    1825.912313
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,21,    1820.363795
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,22,    1820.596627
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,23,    1826.281903
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,24,    1820.941248
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,25,    1821.574080
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,26,    1821.306574
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,27,    1822.165700
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,28,    1821.458177
3,float,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",6,512,29,    1821.902578
