dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,0,    1420.220088
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,1,    1387.325621
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,2,    1421.072416
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,3,    1293.596536
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,4,    1318.556637
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,5,    1331.100087
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,6,    1282.465431
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,7,    1317.929902
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,8,    1304.554638
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,9,    1364.093766
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,10,    1416.998971
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,11,    1326.115721
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,12,    1447.336302
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,13,    1435.953032
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,14,    1376.684839
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,15,    1377.243346
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,16,    1426.852261
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,17,    1309.294833
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,18,    1438.969200
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,19,    1337.392399
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,20,    1435.443352
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,21,    1398.557004
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,22,    1395.695721
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,23,    1352.858639
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,24,    1430.134343
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,25,    1364.564389
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,26,    1451.187887
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,27,    1425.575658
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,28,    1395.502539
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ns",64,512,29,    1391.194021
