dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,0,    2726.497268
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,1,    2672.099517
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,2,    2653.964860
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,3,    2658.039756
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,4,    2650.881077
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,5,    2645.900776
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,6,    2658.798474
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,7,    2649.161505
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,8,    2646.510129
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,9,    2658.005543
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,10,    2650.471108
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,11,    2658.500189
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,12,    2654.556479
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,13,    2665.846145
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,14,    2658.506076
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,15,    2664.790024
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,16,    2663.246128
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,17,    2646.134990
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,18,    2639.939152
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,19,    2651.063803
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,20,    2650.841794
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,21,    2649.074027
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,22,    2638.131094
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,23,    2649.119781
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,24,    2649.213922
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,25,    2649.104612
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,26,    2643.115899
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,27,    2637.240259
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,28,    2644.144604
3,float,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",6,512,29,    2645.913340
