dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,0,    1935.241933
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,1,    1924.578453
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,2,    1926.352735
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,3,    1927.426806
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,4,    1923.475185
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,5,    1926.548171
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,6,    1929.097275
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,7,    1927.760762
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,8,    1927.424944
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,9,    1931.457673
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,10,    1927.490174
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,11,    1926.142078
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,12,    1921.359605
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,13,    1923.249132
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,14,    1926.743731
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,15,    1927.668879
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,16,    1920.889275
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,17,    1920.987668
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,18,    1928.654186
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,19,    1926.754616
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,20,    1929.624781
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,21,    1927.551196
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,22,    1927.532407
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,23,    1930.065696
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,24,    1928.264839
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,25,    1928.069467
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,26,    1926.015721
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,27,    1924.937341
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,28,    1924.437499
3,double,uniform,PoisFFT,"D | D | D | D | D | D",16,512,29,    1922.924767
