dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,0,    1454.765417
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,1,    2140.621963
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,2,    1371.287245
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,3,    1239.470359
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,4,    1216.667517
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,5,    1398.180166
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,6,    1210.237304
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,7,    1147.466895
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,8,    1159.630365
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,9,    1152.728662
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,10,    1234.845313
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,11,    1153.660338
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,12,    1168.583295
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,13,    1149.268814
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,14,    1169.427584
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,15,    1262.906193
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,16,    1291.770693
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,17,    1153.370267
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,18,    1160.895237
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,19,    1142.943743
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,20,    1163.809379
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,21,    1289.798683
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,22,    1281.897891
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,23,    1162.095910
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,24,    1166.325278
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,25,    1154.117159
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,26,    1151.692830
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,27,    1166.590181
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,28,    1173.545850
3,double,nonuniform_z,PoisFFT,"P | P | P | P | Ns | Ns",48,512,29,    1168.953372
