dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,0,    3238.037278
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,1,    7113.729456
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,2,    7107.023943
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,3,    5737.552556
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,4,    6711.619834
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,5,    5157.852225
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,6,    4565.657066
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,7,    8317.225760
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,8,    6730.268510
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,9,    6028.887214
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,10,    5812.808479
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,11,    5837.944848
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,12,    5020.080319
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,13,    7389.610628
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,14,    6668.969031
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,15,    5496.920152
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,16,    5785.789867
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,17,    4801.090884
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,18,    4471.219036
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,19,    4768.759523
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,20,    4499.949386
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,21,    6038.412768
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,22,    5808.696303
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,23,    4735.057587
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,24,    4822.780658
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,25,    5030.008877
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,26,    5448.750137
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,27,    5203.771731
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,28,    4591.998853
3,double,uniform,PoisFFT,"P | P | Ns | Ns | Ns | Ns",8,512,29,    5180.683310
