dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,0,    1426.194707
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,1,    1430.261511
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,2,    1426.649883
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,3,    1428.396295
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,4,    1430.745865
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,5,    1435.046786
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,6,    1576.778746
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,7,    1598.602093
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,8,    1594.604385
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,9,    1583.109290
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,10,    1571.237500
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,11,    1494.604522
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,12,    1570.164193
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,13,    1517.327578
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,14,    1483.683356
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,15,    1533.545593
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,16,    1490.840942
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,17,    1486.100678
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,18,    1484.417481
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,19,    1534.460258
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,20,    1553.186233
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,21,    1593.575249
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,22,    1549.027996
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,23,    1552.441676
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,24,    1519.327685
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,25,    1580.046395
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,26,    1576.814613
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,27,    1594.579477
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,28,    1471.590867
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | P | P",8,512,29,    1435.279479
