dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,0,    1271.808968
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,1,    1369.581824
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,2,    1376.748785
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,3,    1376.315763
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,4,    1354.277682
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,5,    1439.068495
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,6,    1404.386368
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,7,    1410.385553
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,8,    1311.592750
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,9,    1375.272522
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,10,    1322.633568
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,11,    1289.498107
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,12,    1340.152441
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,13,    1376.059239
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,14,    1373.311017
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,15,    1354.334553
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,16,    1405.277241
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,17,    1413.991938
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,18,    1448.794290
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,19,    1315.055406
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,20,    1324.274583
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,21,    1268.559220
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,22,    1362.860075
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,23,    1452.393441
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,24,    1322.704554
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,25,    1418.647064
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,26,    1304.271186
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,27,    1310.491315
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,28,    1400.517024
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",64,512,29,    1454.569657
