dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,0,    1385.664533
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,1,    1428.881739
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,2,    1398.252147
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,3,    1353.122534
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,4,    1438.033212
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,5,    1392.925004
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,6,    1369.261801
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,7,    1413.906942
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,8,    1491.821986
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,9,    1349.683647
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,10,    1390.163421
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,11,    1370.878645
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,12,    1421.165867
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,13,    1366.316030
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,14,    1430.826512
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,15,    1409.814974
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,16,    1387.071728
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,17,    1392.136947
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,18,    1460.791082
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,19,    1384.989862
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,20,    1415.397156
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,21,    1394.656014
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,22,    1394.203579
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,23,    1405.694378
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,24,    1371.126870
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,25,    1358.913677
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,26,    1399.114929
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,27,    1380.910662
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,28,    1371.166273
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ds | Ds",64,512,29,    1397.895672
