dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,0,    1887.564745
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,1,    1825.593861
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,2,    1826.444823
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,3,    1823.419110
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,4,    1824.773430
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,5,    1823.369617
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,6,    1824.269609
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,7,    1831.784639
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,8,    1824.446464
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,9,    1821.142476
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,10,    1820.127348
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,11,    1819.360414
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,12,    1822.977237
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,13,    1819.400617
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,14,    1823.411815
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,15,    1820.200547
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,16,    1815.765190
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,17,    1820.119372
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,18,    1817.727171
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,19,    1819.745212
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,20,    1820.286643
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,21,    1821.370666
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,22,    1822.776193
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,23,    1816.276829
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,24,    1822.259654
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,25,    1821.231037
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,26,    1823.000356
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,27,    1816.197035
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,28,    1821.635283
3,double,uniform,PoisFFT,"P | P | P | P | Ns | Ds",8,512,29,    1817.035597
