dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,0,    1742.082374
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,1,    1830.312236
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,2,    1845.955708
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,3,    1764.990976
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,4,    1773.178269
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,5,    1879.412489
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,6,    1828.622983
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,7,    1855.971730
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,8,    1860.207891
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,9,    1861.293697
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,10,    1720.065001
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,11,    1694.388641
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,12,    1697.933510
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,13,    1686.914172
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,14,    1705.591661
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,15,    1705.856592
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,16,    1696.446468
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,17,    1701.343998
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,18,    1699.003350
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,19,    1724.893630
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,20,    1692.879580
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,21,    1708.239111
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,22,    1679.298125
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,23,    1728.993807
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,24,    1682.399021
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,25,    1718.755703
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,26,    1693.077560
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,27,    1684.208691
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,28,    1691.378739
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ds",64,512,29,    1694.275382
