dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,0,    1029.595574
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,1,    1027.627274
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,2,    1026.970758
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,3,    1026.340805
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,4,    1026.526942
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,5,    1027.204845
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,6,    1028.783934
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,7,    1026.935595
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,8,    1026.661061
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,9,    1025.818996
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,10,    1026.108189
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,11,    1026.505875
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,12,    1026.484322
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,13,    1027.209109
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,14,    1026.334742
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,15,    1026.473917
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,16,    1026.400927
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,17,    1026.403598
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,18,    1027.070402
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,19,    1027.475193
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,20,    1026.401013
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,21,    1026.740503
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,22,    1025.842263
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,23,    1026.333304
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,24,    1027.883800
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,25,    1026.635602
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,26,    1026.444663
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,27,    1027.341633
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,28,    1026.290123
3,float,uniform,PoisFFT,"D | D | D | D | D | D",32,512,29,    1026.238091
