dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,0,    2827.219023
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,1,    2747.826558
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,2,    2731.677166
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,3,    2734.841100
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,4,    2740.411029
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,5,    2732.279523
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,6,    2743.710528
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,7,    2732.276574
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,8,    2733.355893
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,9,    2733.166231
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,10,    2732.858265
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,11,    2732.500122
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,12,    2733.233750
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,13,    2765.887537
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,14,    2753.225747
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,15,    2745.810087
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,16,    2729.339482
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,17,    2734.138169
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,18,    2731.370454
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,19,    2730.778078
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,20,    2730.477700
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,21,    2734.568319
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,22,    2732.172615
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,23,    2749.634680
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,24,    2733.053656
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,25,    2732.966710
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,26,    2730.438800
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,27,    2730.684390
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,28,    2730.634653
3,double,nonuniform_z,PoisFFT,"Ns | Ns | Ns | Ns | Ns | Ns",6,512,29,    2732.164701
