dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,0,    1894.260537
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,1,    1843.716195
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,2,    1836.287695
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,3,    1839.832226
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,4,    1837.569957
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,5,    1838.532955
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,6,    1843.373915
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,7,    1836.232468
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,8,    1838.946907
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,9,    1837.085471
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,10,    1837.595660
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,11,    1840.401457
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,12,    1837.083245
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,13,    1838.897319
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,14,    1841.650662
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,15,    1839.232777
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,16,    1837.269589
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,17,    1838.014669
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,18,    1837.107239
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,19,    1837.723326
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,20,    1838.227124
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,21,    1837.108193
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,22,    1837.503960
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,23,    1834.650026
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,24,    1840.110423
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,25,    1835.863279
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,26,    1836.560791
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,27,    1837.563321
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,28,    1838.605508
3,double,uniform,PoisFFT,"P | P | P | P | Ds | Ns",8,512,29,    1836.959632
