dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,total_execution_ms
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,0,    4344.549076
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,1,    4351.772989
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,2,    4349.403175
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,3,    4352.321208
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,4,    4347.352408
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,5,    4348.166878
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,6,    4347.473109
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,7,    4348.199762
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,8,    4347.690891
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,9,    4348.300888
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,10,    4347.227563
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,11,    4347.814706
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,12,    4348.000767
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,13,    4347.165050
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,14,    4347.772214
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,15,    4346.930268
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,16,    4347.619065
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,17,    4348.268423
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,18,    4346.681308
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,19,    4346.736678
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,20,    4347.267533
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,21,    4346.897312
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,22,    4346.942809
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,23,    4348.252683
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,24,    4346.648373
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,25,    4347.417224
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,26,    4346.605476
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,27,    4347.356667
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,28,    4347.054349
3,double,uniform,PoisFFT,"Ds | Ds | Ds | Ds | Ns | Ns",4,512,29,    4347.206479
