dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,0,1.34928,21.6173,5.43277,2.09818,30.6334,30.4975
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,1,0.87776,11.4706,5.41848,1.9159,19.634,19.6828
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,2,0.882848,11.4844,5.32871,1.92307,19.5645,19.619
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,3,0.870976,11.455,5.50241,1.91386,19.598,19.7423
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,4,0.879328,11.4719,5.31793,1.91488,19.6216,19.584
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,5,0.87376,11.4306,5.47213,1.92512,19.7096,19.7016
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,6,0.882912,11.4707,5.28857,1.92,19.5768,19.5622
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,7,0.877152,11.4669,5.38472,1.91078,19.6053,19.6396
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,8,0.87936,11.472,5.35304,1.91795,19.5843,19.6223
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,9,0.877792,11.4074,5.40202,1.91795,19.4493,19.6051
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,10,0.877248,11.4158,5.37916,1.92102,19.4324,19.5933
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,11,0.883872,11.3871,5.45327,1.91181,19.4631,19.6361
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,12,0.885408,11.4356,5.34071,1.92102,19.3227,19.5828
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,13,0.879136,11.4345,5.35104,1.91488,19.3606,19.5796
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,14,0.873568,11.4406,5.38348,1.90566,19.386,19.6033
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,15,0.879776,11.4125,5.40681,1.9159,19.4386,19.615
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,16,0.87344,11.4449,5.2673,1.91386,19.3276,19.4995
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,17,0.872896,11.3752,5.45079,1.93126,19.4719,19.6301
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,18,0.876224,11.4363,5.33138,1.91386,19.3306,19.5578
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,19,0.871872,11.4449,5.3425,1.91181,19.3145,19.5711
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,20,0.88768,11.4398,5.40053,1.91386,19.3777,19.6419
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,21,0.874144,11.4336,5.38626,1.92717,19.3533,19.6212
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,22,0.873376,11.3803,5.33188,1.92205,19.3497,19.5076
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,23,0.875744,11.4325,5.36403,1.91488,19.3115,19.5871
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,24,0.870432,11.4168,5.44286,1.91898,19.3712,19.6491
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,25,0.869216,11.4471,5.38114,1.91386,19.3472,19.6113
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,26,0.8728,11.4294,5.35843,1.90669,19.3577,19.5673
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,27,0.879904,11.4369,5.29451,1.91693,19.3523,19.5282
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,28,0.878464,11.4308,5.30324,1.91386,19.3175,19.5264
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,512,29,0.874944,11.4013,5.41284,1.92102,19.4508,19.6102
