dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,0,115.118,15.2093,9.16721,1.9753,141.592,141.47
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,1,114.489,9.37129,9.14487,1.8432,133.824,134.848
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,2,113.871,9.37385,9.11405,1.84934,133.698,134.208
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,3,114.41,9.36762,9.12614,1.84627,134.838,134.75
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,4,114.542,9.37144,9.11403,1.8391,134.077,134.867
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,5,113.942,9.37135,9.11793,1.8432,133.525,134.274
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,6,114.205,9.53473,9.12023,1.84218,134.625,134.702
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,7,113.144,9.36925,9.1189,1.84525,133.104,133.478
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,8,114.955,9.37125,9.11612,1.84832,135.38,135.291
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,9,113.797,9.52645,9.11963,1.8391,134.278,134.283
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,10,114.517,9.37062,9.11334,1.8473,134.038,134.848
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,11,113.923,9.47593,9.1215,1.83398,134.369,134.355
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,12,114.898,9.37419,9.1175,1.84525,133.884,135.235
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,13,113.256,9.47181,9.11779,1.84422,133.59,133.69
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,14,113.8,9.60357,9.11638,1.84934,134.424,134.369
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,15,114.329,9.48711,9.11665,1.84218,134.684,134.775
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,16,114.581,9.39095,9.11944,1.83808,134.555,134.929
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,17,114.748,9.38305,9.12483,1.84422,134.048,135.1
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,18,114.656,9.36677,9.11589,1.8432,133.648,134.982
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,19,114.855,9.37111,9.11939,1.84627,135.281,135.192
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,20,115.03,9.38124,9.11857,1.8473,134.008,135.377
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,21,114.121,9.48536,9.11256,1.84422,134.143,134.563
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,22,113.828,9.36888,9.12155,1.84218,133.356,134.16
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,23,115.418,9.38111,9.12256,1.84422,134.652,135.766
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,24,114.314,9.36495,9.12352,1.8473,133.539,134.65
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,25,113.98,9.36712,9.11603,1.83706,133.562,134.3
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,26,114.489,9.38347,9.11543,1.83501,133.718,134.823
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,27,114.9,9.3633,9.11508,1.84422,135.318,135.223
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,28,114.545,9.41524,9.14597,1.84422,134.142,134.951
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",2,512,29,114.489,9.37247,9.11668,1.84115,133.966,134.82
