dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,0,60.0195,18.4783,5.37498,2.07974,83.9246,85.9526
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,1,59.3881,9.30157,5.11064,1.87597,73.9724,75.6762
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,2,60.4706,9.22815,5.06269,1.88109,74.9116,76.6425
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,3,58.662,9.81666,5.3362,1.90976,73.6403,75.7247
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,4,58.81,10.0127,5.34211,1.89645,74.4401,76.0612
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,5,58.0284,10.3027,5.32584,1.90259,73.3872,75.5595
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,6,59.4949,9.22568,5.05744,1.88621,73.9386,75.6642
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,7,59.6895,9.23292,5.09839,1.87802,74.2036,75.8988
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,8,59.0701,9.82384,5.35464,1.90771,73.6419,76.1563
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,9,59.6055,9.22433,5.06685,1.88109,74.0749,75.7778
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,10,59.7275,9.27489,5.06332,1.87699,74.2816,75.9427
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,11,58.699,9.82908,5.33727,1.89338,74.0404,75.7588
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,12,58.4217,10.1676,5.32354,1.89645,74.2364,75.8093
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,13,58.917,9.82672,5.32059,1.89645,74.1444,75.9608
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,14,58.3361,9.84103,5.33424,1.88826,73.4246,75.3997
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,15,59.0214,9.82973,5.33772,1.90157,74.1455,76.0904
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,16,59.37,9.24995,5.03979,1.88723,73.5577,75.547
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,17,58.852,9.82126,5.33593,1.89542,73.6448,75.9047
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,18,58.9365,9.80373,5.32627,1.89542,73.7452,75.9619
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,19,59.041,9.78673,5.35512,1.89645,73.704,76.0793
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,20,59.2365,9.81866,5.35315,1.90771,73.7202,76.316
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,21,59.1137,9.85599,5.29118,1.8903,74.2877,76.1512
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,22,59.3126,9.83435,5.33393,1.8985,74.2904,76.3794
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,23,59.5014,9.20995,5.05899,1.88006,73.6574,75.6504
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,24,58.825,9.85198,5.30845,1.90464,74.2669,75.89
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,25,58.9084,9.79392,5.35739,1.90259,73.4488,75.9624
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,26,58.214,10.0678,5.32775,1.89645,73.422,75.506
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,27,59.7423,9.20497,5.0944,1.88416,73.8763,75.9259
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,28,59.8912,9.20132,5.05507,1.89133,73.9328,76.0389
3,float,uniform,CPU,"P | P | P | P | D | N",4,512,29,58.3926,9.84356,5.3468,1.90464,74.3421,75.4876
