dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,0,1.90214,23.4011,17.688,1.70496,44.779,44.6962
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,1,1.42246,14.1147,17.6958,1.56774,34.8627,34.8007
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,2,1.41344,16.6884,15.1379,1.54419,34.8621,34.7839
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,3,1.41434,16.6048,15.1903,1.54522,34.8317,34.7547
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,4,1.41206,16.6271,15.1638,1.54624,34.8258,34.7492
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,5,1.41184,16.6059,15.1702,1.54624,34.8101,34.7341
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,6,1.41549,16.6394,15.1779,1.54624,34.8562,34.779
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,7,1.41306,16.6354,15.1638,1.55136,34.8411,34.7636
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,8,1.41757,16.6325,15.1556,1.55034,34.8384,34.756
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,9,1.41997,14.0206,17.6973,1.5657,34.7748,34.7035
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,10,1.41549,16.6256,15.17,1.54112,34.8293,34.7522
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,11,1.41194,16.5986,15.1832,1.54112,34.8153,34.7348
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,12,1.42419,14.4479,17.3271,1.56058,34.8277,34.7598
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,13,1.41539,16.6081,15.1878,1.54624,34.8346,34.7575
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,14,1.42118,14.377,17.3636,1.56365,34.761,34.7254
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,15,1.41565,16.643,15.1884,1.53907,34.8672,34.7861
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,16,1.41152,16.5626,15.2044,1.54624,34.8167,34.7248
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,17,1.41354,16.5724,15.1712,1.54931,34.7843,34.7065
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,18,1.41296,16.5975,15.1678,1.54522,34.8008,34.7235
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,19,1.41968,16.5515,15.1895,1.55034,34.7877,34.711
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,20,1.41434,16.6037,15.1744,1.54522,34.8125,34.7377
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,21,1.41606,16.6192,15.1615,1.55238,34.8228,34.7492
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,22,1.4151,16.6703,15.1251,1.5401,34.8298,34.7506
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,23,1.41568,16.6094,15.1917,1.54931,34.8429,34.7661
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,24,1.42701,14.3567,17.3413,1.56365,34.7622,34.6887
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,25,1.41286,16.5213,15.2103,1.54419,34.7652,34.6887
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,26,1.41398,16.6532,15.1402,1.54522,34.8293,34.7527
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,27,1.41552,16.5849,15.1773,1.54829,34.8007,34.726
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,28,1.4121,16.6017,15.1698,1.54317,34.8095,34.7268
3,double,uniform,GPU,"D | D | D | D | D | D",4,512,29,1.41808,16.6421,15.1445,1.54829,34.8301,34.753
